Submission ID,Submission time,في وسط تعيش فيه(قروي/حضري),في اي اقليم تقطن؟,من فضلك اخبرنا كم عمرك,ما هو جنسك؟,ما هو مستوى تعليمكم (أعلى شهادة حصلتم عليها خلال مشواركم الدراسي)؟,"لقد اخترتم ""اخر"" للسؤال السابق،ماذا تقصدون ب""اخر"":",ما هو وضعك العائلي؟,ما هو نشاطك الحالي؟,كم عدد الأشخاص الذين يعيشون حاليًا في نفس منزلك؟,هل تواجه أي صعوبات في التنقل أو الحركة؟ (هل واجهت أي صعوبات في حياتك اليومية بسبب ظروف صحية أو جسدية؟),هل تواجه أي صعوبات في التواصل أو السمع أو البصر؟ (هل واجهت أي صعوبات في حياتك اليومية بسبب ظروف صحية أو جسدية؟),هل تستخدم أي أدوات مساعدة أو أجهزة خاصة لمساعدتك في حياتك اليومية؟ (هل واجهت أي صعوبات في حياتك اليومية بسبب ظروف صحية أو جسدية؟),كم مدى توفر الكهرباء في منطقتك؟,ما هي أنواع مصادر الطاقة التي تستخدمها بشكل أساسي لتلبية احتياجات الطاقة المنزلية؟,للإضاءة (ما هي أنواع مصادر الطاقة التي تستخدمها بشكل أساسي لتلبية احتياجات الطاقة المنزلية؟ (1)),للطهي (ما هي أنواع مصادر الطاقة التي تستخدمها بشكل أساسي لتلبية احتياجات الطاقة المنزلية؟ (1)),للتبريد/للتسخين (ما هي أنواع مصادر الطاقة التي تستخدمها بشكل أساسي لتلبية احتياجات الطاقة المنزلية؟ (1)),للتدفئة (ما هي أنواع مصادر الطاقة التي تستخدمها بشكل أساسي لتلبية احتياجات الطاقة المنزلية؟ (1)),في اي قطاع من بين القطاعات الاربع يمكن تصنيف عملك؟,كم يقدر مدخولك الشهري ؟,كم يقدر مصروفك الشهري؟,هل تتابع اي تكوين حالي او تعليم اضافي،دورة تكوينية,كم تبعد عن اقرب طريق معبدة صالحة للاستعمال؟,ما بشبكة المحمول التي لدك وصول اليها؟,هل لاحظت أي تحسن في دخلك خلال السنوات القليلة الماضيةّ؟,ما مقدار الزيادة في مدخولك؟,ما مقدار إجمالي تعويضات اوالمنح التي تتلقها كموظف,هل تعمل لحسابك الخاص؟,كيف تقيم الحي الذي تعيش فيه؟,طريقة تخلصك من النفايات؟,هل تقوم باعادة التدوير بعض من نفاياتك المنزلية؟,هل تعرف ماهي اهداف التمية المستدامة؟,ما مدى المامكم باهداف التنمية المستدامة؟
2310e934-c577-462c-a115-650bf59f0001,2024-05-27 15:29:57,حضري,السمارة,35,ذكر,التعليم العالي,,متزوج(ة),نشيط مشتغل,5,لا,لا,لا,100,شبكة الكهرباء,شبكة الكهرباء,الغاز الطبيعي,"الوقود الأحفوري,اخر",الطاقة المتجددة,,من 2000 درهم الى اقل من 4000 درهم,من 2000درهم الى اقل من 4000 درهم,نعم,,2G,لا,1000,780,لا,8,صندوق قمامة خاص بالجماعة,نعم,نعم,"معرفة
جيدة"
